Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,2P,2PA,2P_Perc,eFG_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS_G
364.0,Brandon Roy,SG,22.0,POR,57.0,55.0,35.4,6.1,13.4,0.456,1.0,2.6,0.377,5.2,10.9,0.475,0.49200000000000005,3.5,4.2,0.838,1.0,3.4,4.4,4.0,1.2,0.2,2.0,2.4,16.8
365.0,Michael Ruffin,PF,30.0,WAS,30.0,0.0,9.0,0.2,0.6,0.278,0.0,0.0,0.0,0.2,0.6,0.278,0.278,0.2,0.6,0.368,1.2,0.9,2.1,0.2,0.2,0.3,0.4,1.4,0.6
366.0,John Salmons,SG,27.0,SAC,79.0,19.0,27.0,3.0,6.5,0.456,0.5,1.4,0.35700000000000004,2.5,5.1,0.484,0.495,2.0,2.6,0.779,0.6,2.7,3.3,3.2,0.9,0.3,1.5,2.2,8.5
367.0,Jamal Sampson,C,23.0,DEN,22.0,3.0,5.7,0.4,0.6,0.643,0.0,0.0,0.0,0.4,0.6,0.6920000000000001,0.643,0.3,0.6,0.429,0.7,1.5,2.2,0.2,0.1,0.3,0.5,0.8,1.1
368.0,Brian Scalabrine,PF,28.0,BOS,54.0,17.0,19.0,1.4,3.5,0.40299999999999997,0.8,2.0,0.4,0.6,1.5,0.40700000000000003,0.518,0.3,0.4,0.7829999999999999,0.4,1.5,1.9,1.1,0.4,0.3,0.8,2.4,4.0
369.0,Luke Schenscher,C,24.0,POR,11.0,0.0,10.7,0.6,2.1,0.304,0.0,0.0,0.0,0.6,2.1,0.304,0.304,0.5,0.6,0.7140000000000001,0.9,1.4,2.3,0.1,0.2,0.4,0.4,2.3,1.7
370.0,Thabo Sefolosha,SG,22.0,CHI,71.0,4.0,12.2,1.5,3.6,0.426,0.2,0.6,0.35700000000000004,1.3,3.0,0.439,0.455,0.3,0.6,0.511,0.5,1.7,2.2,0.8,0.5,0.2,0.8,1.4,3.6
371.0,Mouhamed Sene,C,20.0,SEA,28.0,3.0,6.0,0.6,1.8,0.36700000000000005,0.0,0.0,0.0,0.6,1.8,0.36700000000000005,0.36700000000000005,0.6,1.0,0.586,0.6,1.0,1.6,0.0,0.1,0.4,0.4,1.2,1.9
372.0,Wayne Simien,PF,23.0,MIA,8.0,0.0,11.6,1.1,2.9,0.391,0.0,0.0,0.0,1.1,2.9,0.391,0.391,0.6,0.9,0.7140000000000001,0.6,0.8,1.4,0.5,0.3,0.0,0.4,1.6,2.9
373.0,Cedric Simmons,PF,21.0,NOK,43.0,4.0,12.4,1.3,3.1,0.41700000000000004,0.0,0.0,0.0,1.3,3.1,0.41700000000000004,0.41700000000000004,0.4,0.8,0.485,1.0,1.5,2.5,0.3,0.2,0.5,0.5,1.7,2.9
374.0,James Singleton,PF,25.0,LAC,53.0,0.0,7.1,0.6,1.5,0.366,0.1,0.3,0.214,0.5,1.3,0.397,0.384,0.4,0.5,0.759,0.7,1.3,2.0,0.3,0.3,0.3,0.3,0.8,1.6
375.0,Brian Skinner,PF,30.0,MIL,67.0,44.0,22.7,1.9,3.8,0.49,0.0,0.0,0.0,1.9,3.8,0.49,0.49,0.7,1.2,0.5820000000000001,1.6,4.2,5.7,0.9,0.3,1.0,1.1,2.9,4.4
376.0,Uros Slokar,C,23.0,TOR,20.0,0.0,3.6,0.7,1.3,0.5379999999999999,0.1,0.1,0.5,0.7,1.2,0.542,0.5579999999999999,0.5,0.7,0.6920000000000001,0.4,0.4,0.7,0.1,0.1,0.1,0.5,0.6,1.9
377.0,Craig Smith,PF,23.0,MIN,82.0,5.0,18.7,3.0,5.6,0.531,0.0,0.1,0.0,3.0,5.6,0.5379999999999999,0.531,1.4,2.3,0.624,1.8,3.3,5.1,0.6,0.6,0.2,0.9,2.7,7.4
378.0,J.R. Smith,SG,21.0,DEN,63.0,24.0,23.3,4.5,10.2,0.441,2.4,6.1,0.39,2.1,4.2,0.515,0.557,1.6,2.0,0.81,0.5,1.8,2.3,1.4,0.8,0.1,1.3,2.3,13.0
379.0,Joe Smith,PF,31.0,TOT,65.0,11.0,23.1,3.3,7.3,0.449,0.0,0.1,0.0,3.3,7.3,0.45299999999999996,0.449,1.9,2.3,0.845,1.8,4.3,6.2,0.8,0.6,0.4,1.2,2.3,8.5
379.0,Joe Smith,PF,31.0,DEN,11.0,0.0,13.5,2.1,4.4,0.479,0.0,0.1,0.0,2.1,4.3,0.489,0.479,0.9,1.1,0.833,1.2,2.5,3.6,0.3,0.5,0.6,1.2,2.1,5.1
379.0,Joe Smith,PF,31.0,PHI,54.0,11.0,25.1,3.5,7.9,0.445,0.0,0.1,0.0,3.5,7.9,0.449,0.445,2.1,2.5,0.846,2.0,4.7,6.7,0.9,0.6,0.4,1.2,2.3,9.2
380.0,Josh Smith,SF,21.0,ATL,72.0,72.0,36.8,6.1,13.8,0.439,0.5,2.1,0.25,5.5,11.7,0.473,0.45799999999999996,3.7,5.4,0.693,2.3,6.3,8.6,3.3,1.4,2.9,3.2,3.3,16.4
0.0,Player,Pos,0.0,Tm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381.0,Steven Smith,PF,23.0,PHI,8.0,0.0,3.5,0.3,1.0,0.25,0.0,0.0,0.0,0.3,1.0,0.25,0.25,0.1,0.3,0.5,0.1,0.6,0.8,0.0,0.1,0.0,0.3,0.5,0.6
382.0,Eric Snow,PG,33.0,CLE,82.0,45.0,23.5,1.6,4.0,0.41700000000000004,0.0,0.0,0.0,1.6,3.9,0.42200000000000004,0.41700000000000004,0.9,1.4,0.637,0.4,1.9,2.3,4.0,0.7,0.2,1.4,2.3,4.2
383.0,Kirk Snyder,SF,23.0,HOU,39.0,1.0,14.4,1.7,3.7,0.452,0.3,1.1,0.25,1.4,2.6,0.539,0.49,1.3,1.9,0.653,0.4,1.7,2.1,1.0,0.3,0.3,0.7,1.3,4.9
384.0,Darius Songaila,PF,28.0,WAS,37.0,1.0,18.9,3.2,6.1,0.524,0.0,0.1,0.0,3.2,6.0,0.529,0.524,1.2,1.5,0.852,1.2,2.4,3.6,1.0,0.5,0.3,1.2,2.8,7.6
385.0,Pape Sow,C,25.0,TOR,7.0,0.0,4.9,0.4,1.3,0.33299999999999996,0.0,0.0,0.0,0.4,1.3,0.33299999999999996,0.33299999999999996,0.6,0.9,0.667,0.9,0.7,1.6,0.3,0.1,0.1,0.1,0.3,1.4
386.0,Vassilis Spanoulis,SG,24.0,HOU,31.0,0.0,8.8,0.7,2.3,0.319,0.2,0.9,0.172,0.6,1.4,0.419,0.354,1.1,1.4,0.81,0.2,0.5,0.7,0.9,0.2,0.0,0.9,1.1,2.7
387.0,Jerry Stackhouse,SF,32.0,DAL,67.0,8.0,24.1,4.2,9.8,0.428,0.9,2.4,0.38299999999999995,3.3,7.3,0.44299999999999995,0.47600000000000003,2.7,3.2,0.847,0.6,1.6,2.2,2.8,0.8,0.1,1.7,1.2,12.0
388.0,DeShawn Stevenson,SG,25.0,WAS,82.0,82.0,29.5,4.2,9.2,0.461,0.9,2.2,0.40399999999999997,3.3,7.0,0.479,0.51,1.9,2.6,0.7040000000000001,0.7,2.0,2.6,2.7,0.8,0.2,1.5,1.9,11.2
389.0,Peja Stojakovic,SF,29.0,NOK,13.0,13.0,32.7,6.4,15.1,0.423,2.6,6.5,0.405,3.8,8.6,0.43799999999999994,0.51,2.4,2.9,0.816,0.8,3.3,4.2,0.8,0.6,0.3,1.5,2.2,17.8
390.0,Damon Stoudamire,PG,33.0,MEM,62.0,51.0,24.2,2.8,7.0,0.391,1.0,2.8,0.337,1.8,4.2,0.42700000000000005,0.45899999999999996,1.1,1.3,0.795,0.5,1.7,2.2,4.8,0.8,0.0,1.6,1.5,7.5
391.0,Salim Stoudamire,SG,24.0,ATL,61.0,0.0,17.0,2.9,7.0,0.41600000000000004,0.9,2.5,0.361,2.0,4.4,0.44799999999999995,0.48200000000000004,1.0,1.1,0.897,0.1,1.1,1.2,1.0,0.3,0.0,0.9,1.4,7.7
392.0,Amar'e Stoudemire,C,24.0,PHO,82.0,78.0,32.8,7.4,12.9,0.575,0.0,0.0,0.0,7.4,12.8,0.5770000000000001,0.575,5.6,7.1,0.7809999999999999,2.7,6.9,9.6,1.0,1.0,1.3,2.8,3.6,20.4
393.0,Mike Sweetney,C,24.0,CHI,48.0,0.0,8.0,1.2,2.8,0.433,0.0,0.0,0.0,1.2,2.8,0.433,0.433,0.8,1.4,0.561,0.9,1.6,2.5,0.6,0.2,0.2,0.9,1.6,3.2
394.0,Stromile Swift,C,27.0,MEM,54.0,18.0,19.1,3.0,6.4,0.465,0.0,0.1,0.0,3.0,6.3,0.47200000000000003,0.465,1.8,2.5,0.7240000000000001,1.6,3.1,4.6,0.3,0.6,1.1,1.3,2.7,7.8
395.0,Wally Szczerbiak,SF,29.0,BOS,32.0,19.0,28.1,5.0,12.1,0.415,1.4,3.3,0.415,3.7,8.8,0.415,0.47200000000000003,3.5,3.9,0.897,0.5,2.6,3.1,1.7,0.6,0.1,1.7,2.0,15.0
396.0,Donell Taylor,SG,24.0,WAS,47.0,1.0,7.9,1.2,3.0,0.4,0.1,0.4,0.17600000000000002,1.1,2.6,0.431,0.41100000000000003,0.2,0.4,0.524,0.3,0.8,1.1,1.0,0.4,0.1,0.5,0.7,2.7
397.0,Maurice Taylor,PF,30.0,SAC,12.0,2.0,8.6,0.7,2.3,0.28600000000000003,0.0,0.0,0.0,0.7,2.3,0.28600000000000003,0.28600000000000003,0.7,1.1,0.615,0.8,1.5,2.3,0.4,0.3,0.1,0.5,1.3,2.0
398.0,Sebastian Telfair,PG,21.0,BOS,78.0,30.0,20.2,2.3,6.1,0.371,0.5,1.6,0.289,1.8,4.4,0.402,0.41,1.2,1.4,0.818,0.2,1.2,1.4,2.8,0.6,0.1,1.3,2.1,6.1
399.0,Jason Terry,SG,29.0,DAL,81.0,80.0,35.1,6.3,13.1,0.484,2.0,4.6,0.43799999999999994,4.3,8.6,0.508,0.56,2.0,2.5,0.804,0.5,2.3,2.9,5.2,1.0,0.2,1.9,2.1,16.7
400.0,Etan Thomas,C,28.0,WAS,65.0,32.0,19.2,2.4,4.3,0.574,0.0,0.0,0.0,2.4,4.3,0.574,0.574,1.2,2.1,0.5579999999999999,2.1,3.7,5.8,0.4,0.3,1.4,1.1,2.5,6.1
0.0,Player,Pos,0.0,Tm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401.0,Kenny Thomas,PF,29.0,SAC,62.0,53.0,22.8,2.4,4.9,0.48200000000000004,0.0,0.0,0.0,2.4,4.9,0.483,0.48200000000000004,0.6,1.2,0.513,2.2,3.9,6.1,1.2,0.7,0.3,1.5,2.3,5.3
402.0,Kurt Thomas,C,34.0,PHO,67.0,13.0,18.0,1.9,3.9,0.486,0.0,0.0,0.0,1.9,3.9,0.488,0.486,0.8,1.1,0.789,1.3,4.4,5.7,0.4,0.4,0.4,0.5,2.3,4.6
403.0,Tim Thomas,PF,29.0,LAC,76.0,24.0,27.0,3.9,9.5,0.414,1.8,4.7,0.382,2.1,4.8,0.444,0.508,1.3,1.9,0.708,0.8,4.1,5.0,2.3,0.7,0.4,1.4,3.0,11.0
404.0,Tyrus Thomas,PF,20.0,CHI,72.0,4.0,13.4,1.9,3.9,0.475,0.0,0.0,0.0,1.9,3.9,0.479,0.475,1.5,2.4,0.606,1.2,2.5,3.7,0.6,0.6,1.1,1.3,2.3,5.2
405.0,Dijon Thompson,SF,23.0,ATL,6.0,0.0,8.3,1.0,2.5,0.4,0.0,0.3,0.0,1.0,2.2,0.462,0.4,0.8,1.0,0.833,0.5,0.8,1.3,0.3,0.0,0.0,0.2,0.3,2.8
406.0,Jamaal Tinsley,PG,28.0,IND,72.0,72.0,31.2,4.8,12.3,0.389,0.8,2.7,0.316,4.0,9.7,0.409,0.424,2.4,3.3,0.72,0.8,2.5,3.3,6.9,1.6,0.3,2.8,2.6,12.8
407.0,Jake Tsakalidis,C,27.0,TOT,36.0,7.0,10.8,0.8,2.0,0.40299999999999997,0.0,0.0,0.0,0.8,2.0,0.40299999999999997,0.40299999999999997,0.7,1.1,0.667,1.2,1.7,2.9,0.1,0.2,0.3,0.7,1.4,2.3
407.0,Jake Tsakalidis,C,27.0,MEM,23.0,7.0,11.2,0.9,2.2,0.4,0.0,0.0,0.0,0.9,2.2,0.4,0.4,0.6,1.0,0.583,1.0,1.7,2.8,0.1,0.3,0.5,0.9,1.5,2.3
407.0,Jake Tsakalidis,C,27.0,HOU,13.0,0.0,10.2,0.7,1.7,0.409,0.0,0.0,0.0,0.7,1.7,0.409,0.409,0.9,1.2,0.8,1.4,1.7,3.1,0.2,0.1,0.1,0.2,1.3,2.3
408.0,P.J. Tucker,SF,21.0,TOR,17.0,0.0,4.9,0.6,1.3,0.5,0.0,0.0,0.0,0.6,1.3,0.5,0.5,0.5,0.8,0.5710000000000001,0.6,0.7,1.4,0.2,0.1,0.0,0.4,0.7,1.8
409.0,Ronny Turiaf,C,24.0,LAL,72.0,1.0,15.1,2.0,3.7,0.5489999999999999,0.0,0.0,0.0,2.0,3.7,0.551,0.5489999999999999,1.2,1.9,0.664,1.2,2.4,3.6,0.9,0.2,1.1,0.7,2.8,5.3
410.0,Hedo Turkoglu,SF,27.0,ORL,73.0,73.0,31.1,4.7,11.3,0.419,1.5,3.8,0.38799999999999996,3.2,7.4,0.435,0.485,2.3,3.0,0.7809999999999999,0.8,3.2,4.0,3.2,1.0,0.2,2.0,3.0,13.3
411.0,Ime Udoka,SF,29.0,POR,75.0,75.0,28.6,3.2,6.9,0.461,1.2,2.9,0.406,2.0,3.9,0.502,0.5479999999999999,0.9,1.2,0.742,1.3,2.5,3.7,1.5,0.9,0.2,1.0,2.8,8.4
412.0,Beno Udrih,PG,24.0,SAS,73.0,1.0,13.0,1.7,4.7,0.369,0.5,1.6,0.287,1.3,3.1,0.41,0.41700000000000004,0.7,0.8,0.883,0.2,1.0,1.1,1.7,0.4,0.0,0.8,1.0,4.7
413.0,Anderson Varejao,C,24.0,CLE,81.0,6.0,23.9,2.4,5.0,0.47600000000000003,0.0,0.1,0.0,2.4,4.8,0.48700000000000004,0.47600000000000003,2.0,3.3,0.616,2.4,4.4,6.7,0.9,0.9,0.6,0.8,3.3,6.8
414.0,Jacque Vaughn,PG,31.0,SAS,64.0,4.0,11.9,1.1,2.6,0.425,0.0,0.0,0.5,1.1,2.6,0.424,0.428,0.8,1.0,0.754,0.1,0.9,1.1,2.0,0.4,0.0,0.6,1.2,3.0
415.0,Charlie Villanueva,PF,22.0,MIL,39.0,17.0,25.2,4.6,9.8,0.47,0.7,2.2,0.337,3.9,7.6,0.508,0.508,1.9,2.3,0.82,1.6,4.3,5.8,0.9,0.6,0.3,1.4,2.8,11.8
416.0,Marcus Vinicius,SF,22.0,NOK,13.0,0.0,7.9,0.5,1.2,0.467,0.2,0.5,0.429,0.3,0.6,0.5,0.5670000000000001,0.4,0.5,0.7140000000000001,0.2,0.7,0.8,0.4,0.2,0.1,0.5,0.8,1.7
417.0,Jake Voskuhl,C,29.0,CHA,73.0,9.0,14.3,1.7,3.5,0.475,0.0,0.0,0.0,1.7,3.5,0.475,0.475,1.1,1.5,0.6809999999999999,1.2,2.4,3.5,0.6,0.4,0.3,0.8,2.7,4.4
418.0,Sasha Vujacic,SG,22.0,LAL,73.0,4.0,12.8,1.4,3.7,0.392,0.8,2.2,0.373,0.6,1.5,0.42100000000000004,0.504,0.6,0.7,0.878,0.4,1.1,1.5,0.9,0.6,0.0,0.4,1.4,4.3
419.0,Dwyane Wade,SG,25.0,MIA,51.0,50.0,37.9,9.3,18.9,0.491,0.4,1.5,0.266,8.8,17.3,0.511,0.502,8.5,10.5,0.807,1.0,3.7,4.7,7.5,2.1,1.2,4.2,2.3,27.4
420.0,Von Wafer,SF,21.0,LAC,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Player,Pos,0.0,Tm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421.0,Dajuan Wagner,SG,23.0,GSW,1.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0
422.0,Antoine Walker,PF,30.0,MIA,78.0,15.0,23.3,3.4,8.6,0.397,1.1,3.9,0.275,2.3,4.7,0.499,0.46,0.6,1.3,0.43799999999999994,1.2,3.2,4.3,1.7,0.6,0.2,1.8,2.2,8.5
423.0,Ben Wallace,C,32.0,CHI,77.0,77.0,35.0,2.5,5.5,0.45299999999999996,0.0,0.1,0.2,2.5,5.4,0.456,0.45399999999999996,1.4,3.5,0.408,3.9,6.7,10.7,2.4,1.4,2.0,1.3,2.0,6.4
424.0,Gerald Wallace,SF,24.0,CHA,72.0,71.0,36.7,6.6,13.2,0.502,0.5,1.7,0.325,6.1,11.6,0.528,0.523,4.3,6.2,0.691,2.0,5.2,7.2,2.6,2.0,1.0,2.2,2.9,18.1
425.0,Rasheed Wallace,C,32.0,DET,75.0,72.0,32.3,4.8,11.2,0.423,1.4,3.9,0.35100000000000003,3.4,7.3,0.46299999999999997,0.485,1.4,1.8,0.7879999999999999,1.2,6.0,7.2,1.7,1.0,1.6,1.3,3.0,12.3
426.0,Luke Walton,SF,26.0,LAL,60.0,60.0,33.0,4.4,9.3,0.474,0.8,2.1,0.387,3.6,7.2,0.499,0.517,1.8,2.4,0.745,1.5,3.6,5.0,4.3,1.0,0.4,2.0,2.0,11.4
427.0,Hakim Warrick,PF,24.0,MEM,82.0,43.0,26.2,4.5,8.7,0.524,0.0,0.1,0.0,4.5,8.6,0.53,0.524,3.6,4.7,0.7709999999999999,1.6,3.5,5.1,0.9,0.5,0.4,2.0,2.8,12.7
428.0,Earl Watson,PG,27.0,SEA,77.0,25.0,27.9,3.4,8.9,0.38299999999999995,1.2,3.6,0.32899999999999996,2.2,5.3,0.42,0.45,1.4,1.9,0.735,0.4,2.0,2.4,5.7,1.3,0.3,2.2,2.0,9.4
429.0,Chris Webber,PF,33.0,TOT,61.0,60.0,29.9,4.7,10.5,0.452,0.1,0.2,0.364,4.7,10.3,0.45399999999999996,0.455,1.7,2.6,0.638,2.0,5.1,7.2,3.1,1.0,0.7,1.8,2.3,11.2
429.0,Chris Webber,PF,33.0,PHI,18.0,18.0,30.2,4.9,12.8,0.387,0.1,0.3,0.4,4.8,12.5,0.387,0.391,1.0,1.6,0.643,2.1,6.2,8.3,3.4,1.0,0.8,1.8,2.0,11.0
429.0,Chris Webber,PF,33.0,DET,43.0,42.0,29.7,4.7,9.5,0.489,0.0,0.1,0.33299999999999996,4.6,9.4,0.491,0.491,2.0,3.1,0.636,2.0,4.7,6.7,3.0,1.0,0.6,1.7,2.5,11.3
430.0,Martell Webster,SF,20.0,POR,82.0,27.0,21.5,2.4,6.0,0.396,1.1,3.0,0.364,1.3,3.0,0.43,0.489,1.1,1.6,0.705,0.5,2.4,2.9,0.6,0.4,0.2,0.9,1.5,7.0
431.0,Bonzi Wells,SF,30.0,HOU,28.0,1.0,21.1,3.0,7.4,0.41100000000000003,0.0,0.3,0.14300000000000002,3.0,7.1,0.42,0.413,1.6,2.9,0.561,0.9,3.4,4.3,1.1,0.9,0.5,2.0,2.2,7.8
432.0,David Wesley,SG,36.0,CLE,35.0,5.0,10.1,0.6,2.1,0.293,0.3,1.1,0.237,0.4,1.1,0.35100000000000003,0.353,0.6,0.8,0.7140000000000001,0.1,0.9,1.0,1.1,0.3,0.1,0.5,0.9,2.1
433.0,David West,PF,26.0,NOK,52.0,52.0,36.5,7.3,15.2,0.47600000000000003,0.2,0.5,0.32,7.1,14.8,0.48100000000000004,0.48100000000000004,3.6,4.4,0.8240000000000001,2.4,5.7,8.2,2.2,0.8,0.7,1.9,2.8,18.3
434.0,Delonte West,SG,23.0,BOS,69.0,47.0,32.2,4.4,10.4,0.42700000000000005,0.9,2.6,0.365,3.5,7.8,0.447,0.47200000000000003,2.4,2.9,0.853,0.5,2.6,3.0,4.4,1.1,0.5,2.0,2.2,12.2
435.0,James White,SG,24.0,SAS,6.0,2.0,22.8,3.0,6.8,0.439,0.3,1.2,0.28600000000000003,2.7,5.7,0.47100000000000003,0.46299999999999997,2.0,2.5,0.8,0.5,2.8,3.3,0.8,0.5,0.2,0.8,1.2,8.3
436.0,Chris Wilcox,PF,24.0,SEA,82.0,81.0,31.5,5.3,10.0,0.529,0.0,0.1,0.0,5.3,9.9,0.5329999999999999,0.529,2.9,4.3,0.684,2.2,5.5,7.7,1.0,0.9,0.5,1.5,3.0,13.5
437.0,Damien Wilkins,SF,27.0,SEA,82.0,31.0,24.8,3.2,7.3,0.435,0.6,1.5,0.41,2.6,5.9,0.442,0.47700000000000004,1.8,2.1,0.882,1.1,1.7,2.8,1.9,1.1,0.2,1.4,1.9,8.8
438.0,Mike Wilks,PG,27.0,SEA,47.0,4.0,11.4,1.4,3.0,0.46799999999999997,0.1,0.3,0.33299999999999996,1.3,2.7,0.484,0.486,0.7,0.9,0.7859999999999999,0.3,0.8,1.1,1.7,0.3,0.1,0.7,1.1,3.6
439.0,Aaron Williams,PF,35.0,LAC,38.0,7.0,9.8,0.8,1.4,0.547,0.0,0.0,0.0,0.8,1.4,0.5579999999999999,0.547,0.5,0.6,0.818,0.7,1.5,2.2,0.2,0.2,0.4,0.5,1.5,2.0
440.0,Alvin Williams,PG,32.0,LAC,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.5,1.5,1.0,0.0,1.5,0.0,1.0
0.0,Player,Pos,0.0,Tm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441.0,Deron Williams,PG,22.0,UTA,80.0,80.0,36.9,6.2,13.5,0.456,1.0,3.2,0.322,5.2,10.4,0.498,0.494,2.8,3.7,0.767,0.5,2.8,3.3,9.3,1.0,0.2,3.1,3.2,16.2
442.0,Eric Williams,SF,34.0,TOT,21.0,0.0,5.8,0.9,2.2,0.40399999999999997,0.4,0.9,0.42100000000000004,0.5,1.3,0.39299999999999996,0.489,0.4,0.7,0.5710000000000001,0.1,0.7,0.8,0.3,0.1,0.0,0.3,0.6,2.6
442.0,Eric Williams,SF,34.0,SAS,16.0,0.0,5.5,0.9,2.1,0.441,0.5,1.1,0.47100000000000003,0.4,1.1,0.41200000000000003,0.5589999999999999,0.3,0.4,0.5710000000000001,0.1,0.8,0.9,0.4,0.1,0.0,0.3,0.4,2.6
442.0,Eric Williams,SF,34.0,CHA,5.0,0.0,6.6,0.8,2.6,0.308,0.0,0.4,0.0,0.8,2.2,0.364,0.308,0.8,1.4,0.5710000000000001,0.4,0.2,0.6,0.2,0.2,0.0,0.4,1.2,2.4
443.0,Jason Williams,PG,31.0,MIA,61.0,55.0,30.6,3.9,9.3,0.413,1.6,4.8,0.33899999999999997,2.2,4.5,0.493,0.501,1.5,1.7,0.9129999999999999,0.3,2.0,2.3,5.3,1.0,0.0,1.6,1.1,10.9
444.0,Justin Williams,C,22.0,SAC,26.0,1.0,12.8,2.1,3.4,0.614,0.0,0.0,0.0,2.1,3.3,0.621,0.614,0.9,2.4,0.365,2.0,2.5,4.4,0.1,0.2,0.6,0.6,2.0,5.0
445.0,Lou Williams,PG,20.0,PHI,61.0,0.0,11.3,1.5,3.5,0.441,0.2,0.6,0.324,1.3,2.9,0.466,0.469,1.0,1.5,0.696,0.3,0.9,1.1,1.8,0.4,0.0,0.8,0.7,4.3
446.0,Marcus Williams,PG,21.0,NJN,79.0,2.0,16.6,2.6,6.7,0.395,0.6,2.1,0.282,2.1,4.6,0.446,0.439,0.9,1.1,0.847,0.4,1.7,2.1,3.3,0.4,0.0,1.8,1.2,6.8
447.0,Marvin Williams,PF,20.0,ATL,64.0,63.0,34.0,4.8,11.0,0.433,0.2,0.7,0.244,4.6,10.3,0.446,0.441,3.4,4.1,0.815,1.3,4.0,5.3,1.9,0.8,0.5,2.0,3.0,13.1
448.0,Mo Williams,PG,24.0,MIL,68.0,68.0,36.4,6.9,15.4,0.446,1.2,3.4,0.34600000000000003,5.7,12.1,0.474,0.484,2.3,2.7,0.855,0.8,4.0,4.8,6.1,1.3,0.1,3.0,3.0,17.3
449.0,Shammond Williams,PG,31.0,LAL,30.0,0.0,11.5,1.2,2.9,0.40700000000000003,0.7,1.7,0.4,0.5,1.2,0.41700000000000004,0.523,0.1,0.2,0.667,0.4,1.0,1.3,1.0,0.4,0.0,0.4,0.7,3.1
450.0,Shawne Williams,SG,20.0,IND,46.0,3.0,12.1,1.6,3.5,0.469,0.4,1.1,0.365,1.2,2.3,0.519,0.528,0.2,0.4,0.55,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1.5,3.9
451.0,Shelden Williams,PF,23.0,ATL,81.0,31.0,18.7,2.0,4.5,0.455,0.0,0.0,0.5,2.0,4.5,0.45399999999999996,0.45799999999999996,1.4,1.8,0.764,1.6,3.8,5.4,0.5,0.6,0.5,1.2,2.5,5.5
452.0,Corliss Williamson,PF,33.0,SAC,68.0,1.0,19.7,3.5,6.8,0.51,0.0,0.0,0.0,3.5,6.8,0.512,0.51,2.2,3.0,0.715,0.9,2.3,3.3,0.6,0.4,0.2,1.4,2.7,9.1
453.0,Kevin Willis,PF,44.0,DAL,5.0,0.0,8.6,1.0,2.6,0.385,0.0,0.0,0.0,1.0,2.6,0.385,0.385,0.4,0.4,1.0,0.4,1.2,1.6,0.2,0.4,0.2,0.4,2.2,2.4
454.0,Metta World Peace,SF,27.0,SAC,70.0,65.0,37.7,6.5,14.9,0.44,1.3,3.7,0.358,5.2,11.1,0.46799999999999997,0.485,4.4,5.9,0.74,1.5,5.0,6.5,3.4,2.1,0.6,2.1,2.9,18.8
455.0,Antoine Wright,SG,22.0,NJN,63.0,23.0,18.0,1.7,4.0,0.43799999999999994,0.3,0.9,0.322,1.4,3.0,0.474,0.47600000000000003,0.7,1.2,0.603,0.6,2.2,2.8,0.9,0.5,0.2,0.7,1.9,4.5
456.0,Bracey Wright,SG,22.0,MIN,19.0,0.0,10.0,1.3,3.2,0.4,0.3,1.1,0.3,0.9,2.1,0.45,0.45,0.7,0.9,0.722,0.4,0.7,1.1,0.8,0.5,0.1,0.3,0.3,3.5
457.0,Dorell Wright,SF,21.0,MIA,66.0,19.0,19.6,2.5,5.5,0.445,0.1,0.5,0.147,2.4,5.0,0.47600000000000003,0.452,1.0,1.3,0.7440000000000001,0.6,3.5,4.1,1.4,0.6,0.7,1.0,1.7,6.0
458.0,Lorenzen Wright,C,31.0,ATL,67.0,31.0,15.4,1.2,2.7,0.44799999999999995,0.0,0.0,0.0,1.2,2.7,0.44799999999999995,0.44799999999999995,0.1,0.5,0.281,1.3,2.0,3.2,0.6,0.4,0.4,0.6,3.0,2.6
